orbit_lengths	representatives
1,1,3,3,4,6,6,12,12,18,18,36	2
1,1,3,3,4,6,6,6,6,6,6,6,6,12,12,12,12,12	2
1,1,3,3,6,6,16,18,18,48	2
1,1,3,3,6,6,6,6,12,12,16,48	2
1,1,3,3,6,6,6,6,6,6,12,16,48	2
1,1,3,3,6,6,6,6,6,6,6,6,16,48	2
1,1,3,3,6,6,6,6,6,6,6,6,8,8,24,24	2
1,1,3,3,6,6,6,6,8,8,12,12,24,24	2
1,1,3,3,6,6,8,8,12,24,24,24	2
1,1,4,6,6,6,9,9,12,12,18,36	2
1,1,6,12,12,12,12,16,16,16,16	2
1,1,6,12,12,12,12,16,16,32	2
1,1,6,12,12,16,16,16,16,24	2
1,1,6,6,6,12,24,32,32	2
1,1,6,6,6,18,18,64	2
1,1,6,6,6,6,6,12,12,16,48	2
1,1,6,6,6,6,6,12,12,64	2
1,1,6,6,6,6,6,6,6,12,16,48	2
1,1,6,6,6,6,6,6,6,12,32,32	2
1,1,6,6,6,6,6,6,6,12,64	2
1,1,6,6,6,6,6,6,6,6,6,16,48	2
1,1,6,6,6,6,6,6,6,6,6,64	2
1,119	2
1,14,21,28,56	2
1,17,17,17,17,17,17,17	2
1,2,3,3,3,9,9,9,9,18,18,18,18	2
1,2,3,6,9,9,18,18,18,18,18	2
1,21,42,56	2
1,28,28,28,35	2
1,3,10,10,15,18,18,45	2
1,3,3,3,3,3,8,12,12,12,12,12,12,12,12	2
1,3,3,3,5,15,15,15,15,15,15,15	2
1,3,3,3,6,6,6,8,12,12,12,12,12,24	2
1,3,3,4,4,6,6,9,12,18,18,36	2
1,7,14,14,21,21,42	2
1,7,21,28,63	2
1,7,7,21,21,63	2
1,7,7,21,84	2
1,7,7,7,21,21,21,35	2
1,7,7,7,7,7,7,7,14,14,14,14,14	2
10,10,10,10,10,10,10,10,10,10,10,10	2
10,10,10,10,20,20,20,20	2
10,10,20,20,30,30	2
12,12,16,16,16,16,16,16	2
15,15,15,15,15,15,15,15	2
2,12,12,24,30,40	2
2,2,10,10,12,12,12,30,30	2
2,2,10,10,12,24,30,30	2
2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,32	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,8,8,8,8,8,8,8,8	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,16,16,16,16	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,32,32	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,16,16,32	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,16,16	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8	2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	2
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,32,32	2
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,16,16,16	2
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,8,8,8,8,8,8,16,16	2
2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,16,16,16,16	2
2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,16,16	2
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,8,8,8,16,16,16	2
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,8,8,8,8,16,16,16	2
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,8,8,8,8,8,8,8,8,16	2
2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,16	2
2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,16,16,16	2
2,2,2,2,2,2,2,2,4,4,8,8,16,16,16,16,16	2
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16	2
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,16	2
2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8	2
2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,16,16	2
2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,16,16	2
2,2,2,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6	2
2,2,2,6,6,6,6,6,6,6,12,12,12,12,24	2
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,16,16	2
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,16	2
2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,16,32	2
2,2,6,6,6,6,6,6,6,6,8,12,24,24	2
2,3,3,3,3,4,6,6,6,6,6,6,6,12,12,12,12,12	2
2,3,3,3,3,6,6,6,6,6,8,8,12,24,24	2
2,3,3,6,6,6,6,12,12,16,48	2
2,4,4,4,4,6,6,6,12,12,12,12,12,12,12	2
2,4,4,4,4,6,6,6,6,6,6,6,6,6,12,12,12,12	2
2,4,6,6,6,6,6,6,6,12,12,12,12,24	2
2,6,6,6,12,12,12,16,16,16,16	2
2,6,6,6,6,6,12,12,16,16,32	2
2,6,6,6,6,6,6,6,12,16,16,16,16	2
2,6,6,6,6,6,6,6,6,6,32,32	2
2,6,8,8,12,12,12,12,12,12,24	2
20,20,20,60	2
3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9	2
3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6	2
3,3,3,3,4,4,4,24,24,24,24	2
3,3,3,3,9,9,9,27,27,27	2
3,9,9,18,27,54	2
4,10,10,12,12,12,60	2
4,4,12,12,16,16,16,16,24	2
4,4,12,16,24,24,36	2
4,4,4,12,12,12,12,12,24,24	2
4,4,4,4,4,4,4,4,4,4,8,8,8,8,16,32	2
4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,32	2
4,4,4,4,4,4,6,6,6,6,12,12,12,12,12,12	2
4,4,4,6,6,12,12,12,12,24,24	2
4,4,4,6,6,12,12,18,18,36	2
4,4,4,6,6,6,6,12,24,48	2
4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12	2
4,4,8,8,12,12,12,12,12,12,12,12	2
4,6,6,10,10,24,60	2
4,6,6,6,6,8,12,12,12,12,12,12,12	2
4,6,6,8,12,12,12,12,24,24	2
6,6,6,6,24,24,48	2
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,12	2
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6	2
8,14,14,14,14,56	2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4	1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4	1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4	1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4	1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8	1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	1
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	1
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8	1
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	1
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,16,16	1
1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	1
1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,16,16	1
1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8	1
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8	1
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	1
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8	1
1,1,1,1,1,1,1,1,4,4,4,4,4,4,8,8,8,8,8,16,16,16	1
1,1,1,1,1,1,1,1,4,4,4,4,4,4,8,8,8,8,8,8,8,16,16	1
1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,16,16	1
1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16	1
1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	1
1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3	1
1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6	1
1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6	1
1,1,1,1,10,10,12,12,12,15,15,15,15	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,32	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,8,8,8,8,8,8,8,8	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,8,8,8,8,16,16	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,8,8,8,8,16,16	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,8,8,8,8,8,8,8,8	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,16,16	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,16,16,16,16	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,16	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,16	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,16,16	1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8	1
1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,16,16,32	1
1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	1
1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,8,16	1
1,1,1,1,2,2,2,2,2,2,2,2,4,8,8,8,8,8,8,8,8,32	1
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,16,16,32	1
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,16	1
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,8,16	1
1,1,1,1,2,2,2,2,2,2,4,4,8,8,8,8,8,8,16,16,16	1
1,1,1,1,2,2,2,2,2,2,4,4,8,8,8,8,8,8,8,8,32	1
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	1
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	1
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,16	1
1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	1
1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8	1
1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,16	1
1,1,1,1,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,16	1
1,1,1,1,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8	1
1,1,1,1,2,2,4,4,4,4,8,8,8,8,8,8,8,8,32	1
1,1,1,1,2,2,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8	1
1,1,1,1,2,2,8,8,8,8,8,8,8,8,16,32	1
1,1,1,1,2,2,8,8,8,8,8,8,8,8,8,8,8,8,16	1
1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6	1
1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,12,12,12	1
1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,12	1
1,1,1,1,2,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,12,12,12	1
1,1,1,1,2,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12	1
1,1,1,1,2,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6	1
1,1,1,1,3,3,3,3,4,4,6,6,12,12,12,12,12,12,12	1
1,1,1,1,3,3,3,3,4,4,6,6,6,6,6,6,12,12,12,12,12	1
1,1,1,1,3,3,3,3,4,4,6,6,6,6,6,6,6,6,12,12,12,12	1
1,1,1,1,3,3,3,3,6,6,6,6,6,6,6,6,8,12,12,12,12	1
1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	1
1,1,1,1,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,16	1
1,1,1,1,4,4,4,8,8,8,8,8,8,8,8,8,32	1
1,1,1,1,4,4,4,8,8,8,8,8,8,8,8,8,8,8,16	1
1,1,1,1,6,6,6,6,6,6,10,10,15,15,15,15	1
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3	1
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6	1
1,1,1,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6	1
1,1,1,3,3,3,3,3,6,6,6,6,6,6,6,6,6,12,12,12,12	1
1,1,1,3,3,3,9,9,9,9,9,9,9,9,9,9,18	1
1,1,1,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9	1
1,1,1,3,6,9,9,9,9,9,9,18,18,18	1
1,1,12,12,15,15,24,40	1
1,1,2,10,10,12,12,12,15,15,30	1
1,1,2,10,10,12,15,15,24,30	1
1,1,2,16,16,20,32,32	1
1,1,2,2,2,16,16,16,16,16,16,16	1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16	1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,32	1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64	1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,16,16,16,16	1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,16,16,16,16	1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,16,16,32	1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,16,16,32	1
1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,16,16,16,16	1
1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,16,16,32	1
1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,16,16,32	1
1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	1
1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8	1
1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16	1
1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,16,16,32	1
1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8	1
1,1,2,2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,16,16	1
1,1,2,2,2,2,2,4,4,4,8,8,16,16,16,16,16	1
1,1,2,2,2,2,2,4,4,4,8,8,8,8,8,8,8,8,8,8,16	1
1,1,2,2,2,2,2,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8	1
1,1,2,2,2,2,5,5,10,10,10,10,10,10,10,10,10,10	1
1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,8,32,32	1
1,1,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,16,16	1
1,1,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8	1
1,1,2,2,2,4,4,4,4,8,8,16,16,16,16,16	1
1,1,2,2,2,4,4,4,4,8,8,8,8,8,8,8,8,16,16	1
1,1,2,2,2,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8	1
1,1,2,2,2,8,8,8,8,16,16,16,32	1
1,1,2,2,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,12,12	1
1,1,2,2,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6	1
1,1,2,2,3,3,3,3,3,3,6,6,6,6,6,6,6,6,12,12,24	1
1,1,2,2,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,12,12	1
1,1,2,2,3,3,6,6,6,6,6,6,6,6,12,12,12,24	1
1,1,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,12	1
1,1,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6	1
1,1,2,2,4,5,5,10,10,10,10,10,10,20,20	1
