rep_id	order	matrix_offset	generator_count	generator_orders	matrix_bytes
600001	64	0	6	2,2,2,2,2,2	48
600002	64	6	6	4,2,2,4,2,2	48
600003	64	12	6	2,2,4,2,4,2	48
600004	64	18	6	4,2,2,2,2,2	48
600005	64	24	6	2,2,2,2,2,2	48
600006	64	30	6	4,2,2,2,2,2	48
600007	64	36	6	2,2,4,4,2,2	48
600008	64	42	6	2,2,2,2,2,2	48
600009	64	48	6	2,4,4,2,2,2	48
600010	64	54	6	2,2,4,2,2,2	48
600011	64	60	6	2,2,2,2,2,2	48
600012	64	66	6	2,2,2,2,2,2	48
600013	64	72	6	2,2,4,4,4,2	48
600014	64	78	6	2,4,4,2,4,2	48
600015	64	84	6	2,2,2,2,4,2	48
600016	64	90	6	2,2,2,2,2,2	48
600017	64	96	6	2,2,4,2,2,2	48
600018	64	102	6	2,4,2,4,2,2	48
600019	64	108	6	2,2,4,2,4,2	48
600020	64	114	6	4,2,4,2,2,2	48
600021	64	120	6	2,4,2,4,2,2	48
600022	64	126	6	2,2,2,4,2,2	48
600023	64	132	6	2,4,2,4,2,2	48
600024	64	138	6	2,2,2,4,2,2	48
600025	64	144	6	2,2,2,2,4,2	48
600026	64	150	6	2,2,4,2,2,2	48
600027	64	156	6	2,4,2,4,2,2	48
600028	64	162	6	2,4,2,2,2,2	48
600029	64	168	6	4,2,4,4,2,2	48
600030	64	174	6	2,2,4,4,4,2	48
600031	64	180	6	2,4,4,4,2,2	48
600032	64	186	6	2,2,2,2,2,2	48
600033	64	192	6	2,4,4,4,2,2	48
600034	64	198	6	2,2,4,2,2,2	48
600035	64	204	6	2,2,2,2,2,2	48
600036	64	210	6	2,2,4,2,2,2	48
600037	64	216	6	4,2,4,4,2,2	48
600038	64	222	6	2,2,2,4,2,2	48
600039	64	228	6	2,2,2,4,4,2	48
600040	64	234	6	2,2,2,4,2,2	48
600041	64	240	6	2,2,2,4,2,2	48
600042	64	246	6	2,2,4,4,2,2	48
600043	64	252	6	4,2,2,4,2,2	48
600044	64	258	6	2,2,4,4,2,2	48
600045	64	264	6	2,2,2,2,2,2	48
600046	64	270	6	2,2,4,2,2,2	48
600047	64	276	6	2,2,2,4,2,2	48
600048	64	282	6	2,2,2,4,2,2	48
600049	64	288	6	2,2,2,4,4,2	48
600050	64	294	6	2,2,2,4,2,2	48
600051	64	300	6	2,2,4,2,2,2	48
600052	64	306	6	2,2,2,4,2,2	48
600053	64	312	6	2,2,2,4,2,2	48
600054	64	318	6	2,4,2,4,2,2	48
600055	64	324	6	2,2,2,4,2,2	48
600056	64	330	6	2,2,2,2,2,2	48
600057	64	336	6	2,2,2,2,2,2	48
600058	64	342	6	2,2,2,4,4,2	48
600059	64	348	6	4,2,4,2,2,2	48
600060	64	354	6	2,2,2,2,2,2	48
600061	64	360	6	2,2,2,2,2,2	48
600062	64	366	6	2,2,2,4,2,2	48
600063	64	372	6	2,2,2,2,2,2	48
600064	64	378	6	2,2,2,4,2,2	48
600065	64	384	6	4,2,2,2,4,2	48
600066	64	390	6	2,4,4,4,2,2	48
600067	64	396	6	2,2,4,4,2,2	48
600068	64	402	6	2,2,2,4,2,2	48
600069	64	408	6	2,2,4,2,2,2	48
600070	64	414	6	2,2,2,2,2,2	48
600071	64	420	6	2,2,2,2,2,2	48
600072	64	426	6	2,2,4,2,2,2	48
600073	64	432	6	2,2,2,2,2,2	48
600074	64	438	6	2,2,4,2,2,2	48
600075	64	444	6	2,2,2,4,2,2	48
600076	64	450	6	2,2,2,4,2,2	48
600077	64	456	6	2,2,2,4,4,2	48
600078	64	462	6	2,2,4,2,4,2	48
600079	64	468	6	2,2,4,2,4,2	48
600080	64	474	6	2,4,2,2,2,2	48
600081	64	480	6	2,2,4,4,2,2	48
600082	64	486	6	2,2,2,4,2,2	48
600083	64	492	6	2,4,4,2,4,2	48
600084	64	498	6	4,2,2,4,2,2	48
600085	64	504	6	2,2,2,2,4,2	48
600086	64	510	6	2,4,2,4,2,2	48
600087	64	516	6	2,2,2,4,2,2	48
600088	64	522	6	2,4,4,4,2,2	48
600089	64	528	6	2,4,4,4,2,2	48
600090	64	534	6	4,4,4,4,2,2	48
600091	64	540	6	4,2,4,2,2,2	48
600092	64	546	6	4,2,4,4,2,2	48
600093	64	552	6	2,2,4,2,2,2	48
600094	64	558	6	2,2,2,2,2,2	48
600095	64	564	6	2,4,4,2,2,2	48
600096	64	570	6	2,2,2,4,4,2	48
600097	64	576	6	4,2,2,4,4,2	48
600098	64	582	6	2,2,4,4,2,2	48
600099	64	588	6	2,2,2,2,2,2	48
600100	64	594	6	2,2,4,2,4,2	48
600101	64	600	6	2,2,2,4,4,2	48
600102	64	606	6	2,2,2,4,4,2	48
600103	64	612	6	2,2,4,2,4,2	48
600104	64	618	6	2,2,4,4,2,2	48
600105	64	624	6	2,2,2,2,2,2	48
600106	64	630	6	4,2,4,2,2,2	48
600107	64	636	6	2,2,2,4,2,2	48
600108	64	642	6	2,4,4,2,2,2	48
600109	64	648	6	2,2,4,4,4,2	48
600110	64	654	6	2,2,2,4,2,2	48
600111	64	660	6	2,2,4,2,2,2	48
600112	64	666	6	2,2,2,4,2,2	48
600113	64	672	6	2,2,4,4,2,2	48
600114	64	678	6	2,2,4,2,2,2	48
600115	64	684	6	2,2,4,2,2,2	48
600116	64	690	6	2,4,4,4,2,2	48
600117	64	696	6	2,2,2,4,2,2	48
600118	64	702	6	2,2,2,4,2,2	48
600119	64	708	6	4,2,4,4,2,2	48
600120	64	714	6	2,2,2,4,2,2	48
600121	64	720	6	2,2,4,4,2,2	48
600122	64	726	6	2,2,2,4,2,2	48
600123	64	732	6	2,4,4,2,2,2	48
600124	64	738	6	4,2,2,2,2,2	48
600125	64	744	6	4,2,2,4,2,2	48
600126	64	750	6	2,4,2,2,2,2	48
600127	64	756	6	2,4,2,2,2,2	48
600128	64	762	6	2,4,2,4,2,2	48
600129	64	768	6	2,4,2,4,2,2	48
600130	64	774	6	2,2,4,4,2,2	48
600131	64	780	6	2,2,4,4,2,2	48
600132	64	786	6	2,2,2,4,2,2	48
600133	64	792	6	2,2,4,2,4,2	48
600134	64	798	6	2,2,2,4,2,2	48
600135	64	804	6	2,2,4,2,4,2	48
600136	64	810	6	2,4,4,2,4,2	48
600137	64	816	6	2,4,4,4,2,2	48
600138	64	822	6	2,2,2,4,2,2	48
600139	64	828	6	2,2,4,2,4,2	48
600140	64	834	6	2,2,4,4,2,2	48
600141	64	840	6	2,4,2,2,2,2	48
600142	64	846	6	2,2,4,4,4,2	48
600143	64	852	6	2,4,2,4,2,2	48
