rep_id	order	matrix_offset	generator_count	generator_orders	matrix_bytes
300001	256	0	8	4,4,4,4,2,2,2,2	64
300002	256	8	8	4,4,4,4,2,2,2,2	64
300003	256	16	8	4,2,4,4,2,2,2,2	64
300004	256	24	8	2,4,2,4,2,2,2,2	64
300005	256	32	8	2,4,4,4,2,2,2,2	64
300006	256	40	8	4,4,2,4,2,2,2,2	64
300007	256	48	8	4,4,2,4,2,2,2,2	64
300008	256	56	8	4,4,2,4,2,2,2,2	64
300009	256	64	8	2,4,2,4,2,2,2,2	64
300010	256	72	8	4,4,2,4,2,2,2,2	64
300011	256	80	8	2,4,4,4,2,2,2,2	64
300012	256	88	8	4,4,2,4,2,2,2,2	64
300013	256	96	8	4,4,4,4,2,2,2,2	64
300014	256	104	8	4,4,2,4,2,2,2,2	64
300015	256	112	8	4,4,2,4,2,2,2,2	64
300016	256	120	8	2,4,4,4,2,2,2,2	64
300017	256	128	8	2,4,4,4,2,2,2,2	64
300018	256	136	8	4,4,2,4,2,2,2,2	64
300019	256	144	8	2,2,4,4,2,2,2,2	64
300020	256	152	8	2,4,4,4,2,2,2,2	64
300021	256	160	8	2,4,4,4,2,2,2,2	64
300022	256	168	8	2,4,4,4,2,2,2,2	64
300023	256	176	8	2,4,4,4,2,2,2,2	64
300024	256	184	8	2,4,4,4,2,2,2,2	64
300025	256	192	8	4,4,4,2,2,2,2,2	64
300026	256	200	8	2,4,4,4,2,2,2,2	64
300027	256	208	8	2,4,4,4,2,2,2,2	64
300028	256	216	8	2,4,4,2,2,2,2,2	64
300029	256	224	8	2,4,4,2,2,2,2,2	64
300030	256	232	8	2,4,4,2,2,2,2,2	64
300031	256	240	8	4,2,4,2,2,2,2,2	64
300032	256	248	8	2,4,4,4,2,2,2,2	64
300033	256	256	8	2,4,4,4,2,2,2,2	64
300034	256	264	8	4,4,2,4,2,2,2,2	64
300035	256	272	8	2,4,4,4,2,2,2,2	64
300036	256	280	8	2,4,2,4,2,2,2,2	64
300037	256	288	8	4,2,2,4,2,2,2,2	64
300038	256	296	8	2,2,4,4,2,2,2,2	64
300039	256	304	8	2,4,4,4,2,2,2,2	64
300040	256	312	8	2,4,4,4,2,2,2,2	64
300041	256	320	8	2,4,4,4,2,2,2,2	64
300042	256	328	8	4,4,2,4,2,2,2,2	64
300043	256	336	8	2,4,4,4,2,2,2,2	64
300044	256	344	8	2,4,4,4,2,2,2,2	64
300045	256	352	8	2,4,4,4,2,2,2,2	64
300046	256	360	8	4,4,4,2,2,2,2,2	64
300047	256	368	8	2,4,4,4,2,2,2,2	64
300048	256	376	8	4,4,2,4,2,2,2,2	64
300049	256	384	8	2,4,4,4,2,2,2,2	64
300050	256	392	8	2,4,4,4,2,2,2,2	64
300051	256	400	8	4,4,4,2,2,2,2,2	64
300052	256	408	8	2,4,4,4,2,2,2,2	64
300053	256	416	8	2,4,4,4,2,2,2,2	64
300054	256	424	8	4,2,4,4,2,2,2,2	64
300055	256	432	8	2,4,4,4,2,2,2,2	64
300056	256	440	8	2,4,2,4,2,2,2,2	64
300057	256	448	8	2,4,4,4,2,2,2,2	64
300058	256	456	8	2,4,4,4,2,2,2,2	64
300059	256	464	8	2,4,4,4,2,2,2,2	64
300060	256	472	8	2,4,4,4,2,2,2,2	64
300061	256	480	8	2,4,4,4,2,2,2,2	64
300062	256	488	8	2,4,4,4,2,2,2,2	64
300063	256	496	8	2,4,4,4,2,2,2,2	64
300064	256	504	8	4,4,4,4,2,2,2,2	64
300065	256	512	8	2,4,4,4,2,2,2,2	64
300066	256	520	8	4,4,4,4,2,2,2,2	64
300067	256	528	8	2,2,4,4,2,2,2,2	64
300068	256	536	8	4,4,2,4,2,2,2,2	64
300069	256	544	8	2,4,4,4,2,2,2,2	64
300070	256	552	8	2,4,4,4,2,2,2,2	64
300071	256	560	8	4,4,2,4,2,2,2,2	64
300072	256	568	8	2,4,4,4,2,2,2,2	64
300073	256	576	8	4,4,4,2,2,2,2,2	64
300074	256	584	8	2,4,4,4,2,2,2,2	64
300075	256	592	8	4,4,4,4,2,2,2,2	64
300076	256	600	8	4,4,4,2,2,2,2,2	64
300077	256	608	8	2,4,4,4,2,2,2,2	64
300078	256	616	8	4,4,2,4,2,2,2,2	64
300079	256	624	8	4,4,4,2,2,2,2,2	64
300080	256	632	8	2,4,4,4,2,2,2,2	64
300081	256	640	8	2,4,4,4,2,2,2,2	64
300082	256	648	8	2,4,4,4,2,2,2,2	64
300083	256	656	8	2,4,4,4,2,2,2,2	64
300084	256	664	8	2,4,4,4,2,2,2,2	64
300085	256	672	8	2,4,2,4,2,2,2,2	64
300086	256	680	8	4,4,2,4,2,2,2,2	64
300087	256	688	8	2,4,4,2,2,2,2,2	64
300088	256	696	8	4,4,4,4,2,2,2,2	64
300089	256	704	8	4,4,4,4,2,2,2,2	64
300090	256	712	8	2,4,4,4,2,2,2,2	64
300091	256	720	8	4,4,4,2,2,2,2,2	64
300092	256	728	8	2,4,4,4,2,2,2,2	64
300093	256	736	8	2,4,4,4,2,2,2,2	64
300094	256	744	8	2,4,4,4,2,2,2,2	64
300095	256	752	8	2,4,2,4,2,2,2,2	64
300096	256	760	8	2,4,4,4,2,2,2,2	64
300097	256	768	8	2,4,4,4,2,2,2,2	64
300098	256	776	8	4,4,4,2,2,2,2,2	64
300099	256	784	8	2,4,4,4,2,2,2,2	64
300100	256	792	8	4,4,4,2,2,2,2,2	64
300101	256	800	8	2,4,4,4,2,2,2,2	64
300102	256	808	8	2,2,4,4,2,2,2,2	64
300103	256	816	8	2,4,4,4,2,2,2,2	64
300104	256	824	8	4,4,2,4,2,2,2,2	64
300105	256	832	8	4,4,4,2,2,2,2,2	64
300106	256	840	8	2,4,4,4,2,2,2,2	64
300107	256	848	8	2,4,4,4,2,2,2,2	64
300108	256	856	8	2,4,4,4,2,2,2,2	64
300109	256	864	8	2,4,4,4,2,2,2,2	64
300110	256	872	8	2,4,4,2,2,2,2,2	64
300111	256	880	8	2,4,4,2,2,2,2,2	64
300112	256	888	8	2,4,4,2,2,2,2,2	64
300113	256	896	8	2,4,4,4,2,2,2,2	64
300114	256	904	8	2,4,4,2,2,2,2,2	64
300115	256	912	8	2,4,4,4,2,2,2,2	64
300116	256	920	8	4,4,4,2,2,2,2,2	64
300117	256	928	8	4,4,4,2,2,2,2,2	64
300118	256	936	8	2,4,4,4,2,2,2,2	64
300119	256	944	8	4,4,2,4,2,2,2,2	64
300120	256	952	8	4,4,4,2,2,2,2,2	64
300121	256	960	8	2,4,4,4,2,2,2,2	64
300122	256	968	8	4,4,4,2,2,2,2,2	64
300123	256	976	8	2,2,2,2,2,2,2,2	64
300124	256	984	8	2,2,2,2,2,2,2,2	64
300125	256	992	8	2,2,2,2,2,2,2,2	64
300126	256	1000	8	2,2,4,2,4,2,2,2	64
300127	256	1008	8	2,2,2,2,2,2,2,2	64
300128	256	1016	8	2,4,2,2,2,2,2,2	64
300129	256	1024	8	2,2,2,2,2,2,2,2	64
300130	256	1032	8	2,2,4,2,2,2,2,2	64
300131	256	1040	8	2,2,4,2,2,2,2,2	64
300132	256	1048	8	2,2,2,2,2,2,2,2	64
300133	256	1056	8	2,4,2,2,2,2,2,2	64
300134	256	1064	8	2,2,2,2,2,2,2,2	64
300135	256	1072	8	2,2,4,2,2,2,2,2	64
300136	256	1080	8	2,4,4,4,2,2,2,2	64
300137	256	1088	8	2,2,2,2,2,2,2,2	64
300138	256	1096	8	2,4,2,2,2,2,2,2	64
300139	256	1104	8	2,4,4,2,2,2,2,2	64
300140	256	1112	8	2,2,4,4,2,2,2,2	64
300141	256	1120	8	2,2,2,2,2,2,2,2	64
300142	256	1128	8	2,2,2,2,2,4,2,2	64
300143	256	1136	8	2,2,4,2,4,2,2,2	64
300144	256	1144	8	2,2,4,2,2,2,2,2	64
300145	256	1152	8	2,2,2,2,2,2,2,2	64
300146	256	1160	8	2,2,2,2,2,2,2,2	64
300147	256	1168	8	2,2,2,2,2,2,2,2	64
300148	256	1176	8	2,2,2,2,2,2,2,2	64
300149	256	1184	8	2,2,2,2,2,2,2,2	64
300150	256	1192	8	2,2,2,2,2,2,2,2	64
300151	256	1200	8	2,2,4,2,2,2,2,2	64
300152	256	1208	8	2,2,2,4,2,2,2,2	64
300153	256	1216	8	2,2,2,2,2,2,2,2	64
300154	256	1224	8	2,2,4,2,2,2,2,2	64
300155	256	1232	8	2,2,2,2,2,2,2,2	64
300156	256	1240	8	2,2,4,2,2,2,2,2	64
300157	256	1248	8	2,2,4,4,2,2,2,2	64
300158	256	1256	8	2,2,2,4,2,2,2,2	64
300159	256	1264	8	2,2,2,2,2,2,2,2	64
300160	256	1272	8	2,4,2,2,2,2,2,2	64
300161	256	1280	8	2,2,2,2,4,2,2,2	64
300162	256	1288	8	2,2,2,2,2,2,2,2	64
300163	256	1296	8	2,4,2,4,2,2,2,2	64
300164	256	1304	8	2,2,2,2,2,2,2,2	64
300165	256	1312	8	2,2,2,2,2,2,2,2	64
300166	256	1320	8	2,2,2,2,2,2,2,2	64
300167	256	1328	8	2,2,2,2,2,2,2,2	64
300168	256	1336	8	2,2,2,4,2,2,2,2	64
300169	256	1344	8	2,4,4,4,2,2,2,2	64
300170	256	1352	8	2,4,4,4,2,2,2,2	64
300171	256	1360	8	2,4,4,4,2,2,2,2	64
300172	256	1368	8	2,4,4,4,2,2,2,2	64
300173	256	1376	8	4,4,4,2,2,2,2,2	64
300174	256	1384	8	2,4,4,4,2,2,2,2	64
300175	256	1392	8	4,4,4,2,2,2,2,2	64
300176	256	1400	8	2,4,4,4,2,2,2,2	64
300177	256	1408	8	2,4,4,4,2,2,2,2	64
300178	256	1416	8	4,4,2,4,2,2,2,2	64
300179	256	1424	8	4,4,2,4,2,2,2,2	64
300180	256	1432	8	4,4,4,2,2,2,2,2	64
300181	256	1440	8	2,4,4,4,2,2,2,2	64
300182	256	1448	8	2,4,4,4,2,2,2,2	64
300183	256	1456	8	2,4,4,4,2,2,2,2	64
300184	256	1464	8	4,4,4,2,2,2,2,2	64
300185	256	1472	8	4,4,4,4,2,2,2,2	64
300186	256	1480	8	4,4,4,2,2,2,2,2	64
300187	256	1488	8	4,4,2,4,2,2,2,2	64
300188	256	1496	8	2,4,4,2,2,2,2,2	64
300189	256	1504	8	2,2,4,2,2,2,2,2	64
300190	256	1512	8	2,4,4,2,2,2,2,2	64
300191	256	1520	8	2,4,4,4,2,2,2,2	64
300192	256	1528	8	4,4,4,2,2,2,2,2	64
300193	256	1536	8	2,4,4,4,2,2,2,2	64
300194	256	1544	8	2,4,4,4,2,2,2,2	64
300195	256	1552	8	2,4,4,2,2,2,2,2	64
300196	256	1560	8	4,4,4,2,2,2,2,2	64
300197	256	1568	8	4,4,4,2,2,2,2,2	64
300198	256	1576	8	2,4,4,2,2,2,2,2	64
300199	256	1584	8	2,4,4,4,2,2,2,2	64
300200	256	1592	8	2,4,4,4,2,2,2,2	64
300201	256	1600	8	4,4,2,4,2,2,2,2	64
300202	256	1608	8	4,4,2,4,2,2,2,2	64
300203	256	1616	8	4,4,4,2,2,2,2,2	64
300204	256	1624	8	2,4,4,4,2,2,2,2	64
300205	256	1632	8	2,4,4,4,2,2,2,2	64
300206	256	1640	8	2,4,4,4,2,2,2,2	64
300207	256	1648	8	2,4,4,4,2,2,2,2	64
300208	256	1656	8	2,2,4,4,2,2,2,2	64
300209	256	1664	8	4,4,2,2,2,2,2,2	64
300210	256	1672	8	2,4,4,2,2,2,2,2	64
300211	256	1680	8	4,4,4,2,2,2,2,2	64
300212	256	1688	8	4,4,4,4,2,2,2,2	64
300213	256	1696	8	2,4,4,2,2,2,2,2	64
300214	256	1704	8	2,4,4,2,2,2,2,2	64
300215	256	1712	8	2,4,4,4,2,2,2,2	64
300216	256	1720	8	2,4,4,4,2,2,2,2	64
300217	256	1728	8	2,4,4,4,2,2,2,2	64
300218	256	1736	8	2,4,4,2,2,2,2,2	64
300219	256	1744	8	2,4,4,4,2,2,2,2	64
300220	256	1752	8	2,4,4,4,2,2,2,2	64
300221	256	1760	8	4,4,2,4,2,2,2,2	64
300222	256	1768	8	4,4,4,4,2,2,2,2	64
300223	256	1776	8	4,2,4,4,2,2,2,2	64
300224	256	1784	8	4,4,2,4,2,2,2,2	64
300225	256	1792	8	2,4,4,2,2,2,2,2	64
300226	256	1800	8	2,4,2,4,2,2,2,2	64
300227	256	1808	8	2,4,4,2,2,2,2,2	64
300228	256	1816	8	4,4,2,2,2,2,2,2	64
300229	256	1824	8	4,4,4,4,2,2,2,2	64
300230	256	1832	8	4,4,4,4,2,2,2,2	64
300231	256	1840	8	2,4,4,4,2,2,2,2	64
300232	256	1848	8	4,2,4,4,2,2,2,2	64
300233	256	1856	8	2,4,4,2,2,2,2,2	64
300234	256	1864	8	2,4,4,2,2,2,2,2	64
300235	256	1872	8	2,4,4,4,2,2,2,2	64
300236	256	1880	8	4,4,4,2,2,2,2,2	64
300237	256	1888	8	4,2,4,2,2,2,2,2	64
300238	256	1896	8	4,4,4,4,2,2,2,2	64
300239	256	1904	8	4,4,4,2,2,2,2,2	64
300240	256	1912	8	4,4,4,2,2,2,2,2	64
300241	256	1920	8	2,4,4,2,2,2,2,2	64
300242	256	1928	8	2,4,2,4,2,2,2,2	64
300243	256	1936	8	4,4,4,4,2,2,2,2	64
300244	256	1944	8	2,2,2,2,2,2,2,2	64
300245	256	1952	8	2,2,2,2,2,2,2,2	64
300246	256	1960	8	2,2,2,2,2,2,2,2	64
300247	256	1968	8	2,2,2,2,2,2,2,2	64
300248	256	1976	8	2,2,2,2,2,2,2,2	64
300249	256	1984	8	2,2,2,2,2,2,2,2	64
300250	256	1992	8	2,2,2,2,2,2,2,2	64
300251	256	2000	8	2,2,2,2,2,2,2,2	64
300252	256	2008	8	2,2,2,2,2,2,2,2	64
300253	256	2016	8	2,2,4,2,2,2,2,2	64
300254	256	2024	8	2,2,2,2,2,2,2,2	64
300255	256	2032	8	2,2,2,2,4,2,2,2	64
300256	256	2040	8	4,2,4,4,2,2,2,2	64
300257	256	2048	8	4,4,4,2,2,2,2,2	64
300258	256	2056	8	2,4,4,2,4,2,2,2	64
300259	256	2064	8	4,4,4,2,2,2,2,2	64
300260	256	2072	8	2,2,4,4,4,2,2,2	64
300261	256	2080	8	4,4,4,4,2,2,2,2	64
300262	256	2088	8	2,2,4,4,4,2,2,2	64
300263	256	2096	8	4,4,4,2,2,2,2,2	64
300264	256	2104	8	4,4,4,2,2,2,2,2	64
300265	256	2112	8	2,4,4,4,2,2,2,2	64
300266	256	2120	8	4,2,4,4,2,2,2,2	64
300267	256	2128	8	4,4,2,2,2,2,2,2	64
300268	256	2136	8	4,4,4,2,2,2,2,2	64
300269	256	2144	8	4,4,4,4,2,2,2,2	64
300270	256	2152	8	4,4,2,4,2,2,2,2	64
300271	256	2160	8	4,4,4,2,2,2,2,2	64
300272	256	2168	8	4,4,4,2,2,2,2,2	64
300273	256	2176	8	2,4,4,4,2,2,2,2	64
300274	256	2184	8	2,4,4,4,2,2,2,2	64
300275	256	2192	8	4,4,4,2,2,2,2,2	64
300276	256	2200	8	4,4,4,4,2,2,2,2	64
300277	256	2208	8	4,2,4,4,2,2,2,2	64
300278	256	2216	8	4,4,4,4,2,2,2,2	64
300279	256	2224	8	2,4,4,4,2,2,2,2	64
300280	256	2232	8	4,2,4,4,2,2,2,2	64
300281	256	2240	8	2,4,4,4,2,2,2,2	64
300282	256	2248	8	4,4,4,4,2,2,2,2	64
300283	256	2256	8	4,4,2,4,2,2,2,2	64
300284	256	2264	8	2,4,2,4,2,2,2,2	64
300285	256	2272	8	4,4,4,2,2,2,2,2	64
300286	256	2280	8	4,4,4,4,2,2,2,2	64
300287	256	2288	8	4,4,4,2,2,2,2,2	64
300288	256	2296	8	4,4,2,2,2,2,2,2	64
300289	256	2304	8	4,4,2,2,2,2,2,2	64
300290	256	2312	8	4,4,4,2,2,2,2,2	64
300291	256	2320	8	4,4,4,4,2,2,2,2	64
300292	256	2328	8	2,4,4,4,2,2,2,2	64
300293	256	2336	8	4,4,4,2,2,2,2,2	64
300294	256	2344	8	2,4,4,2,4,2,2,2	64
300295	256	2352	8	4,4,4,4,2,2,2,2	64
300296	256	2360	8	2,4,4,4,2,2,2,2	64
300297	256	2368	8	4,4,4,2,2,2,2,2	64
300298	256	2376	8	4,4,4,2,2,2,2,2	64
300299	256	2384	8	4,4,4,4,2,2,2,2	64
300300	256	2392	8	4,4,4,4,2,2,2,2	64
300301	256	2400	8	4,4,4,4,2,2,2,2	64
300302	256	2408	8	4,4,2,4,2,2,2,2	64
300303	256	2416	8	4,4,4,4,2,2,2,2	64
300304	256	2424	8	4,4,4,4,2,2,2,2	64
300305	256	2432	8	4,4,4,2,2,2,2,2	64
300306	256	2440	8	4,4,4,4,2,2,2,2	64
300307	256	2448	8	4,4,2,2,2,2,2,2	64
300308	256	2456	8	4,4,4,4,2,2,2,2	64
300309	256	2464	8	4,2,4,2,2,2,2,2	64
300310	256	2472	8	2,4,4,2,2,2,2,2	64
